,NAME,B02001_001E,B02001_002E,state,county,tract,white_ratio,quantile_category,tractid
882,"Census Tract 6316, Bristol County, Massachusetts",4066,2845,25,005,631600,0.6997048696507624,2,25005631600
883,"Census Tract 6317, Bristol County, Massachusetts",6438,5909,25,005,631700,0.9178316247281765,3,25005631700
884,"Census Tract 6318, Bristol County, Massachusetts",7575,6901,25,005,631800,0.911023102310231,3,25005631800
885,"Census Tract 6414, Bristol County, Massachusetts",2635,1836,25,005,641400,0.6967741935483871,1,25005641400
886,"Census Tract 6416, Bristol County, Massachusetts",1928,1745,25,005,641600,0.9050829875518672,3,25005641600
887,"Census Tract 6420, Bristol County, Massachusetts",2983,2105,25,005,642000,0.705665437479048,2,25005642000
888,"Census Tract 6503, Bristol County, Massachusetts",3414,2916,25,005,650300,0.8541300527240774,3,25005650300
889,"Census Tract 6518, Bristol County, Massachusetts",2031,1337,25,005,651800,0.6582964057114722,1,25005651800
890,"Census Tract 6002.02, Bristol County, Massachusetts",4847,4374,25,005,600202,0.9024138642459253,3,25005600202
891,"Census Tract 6102.02, Bristol County, Massachusetts",5572,5117,25,005,610202,0.9183417085427136,3,25005610202
892,"Census Tract 6137, Bristol County, Massachusetts",4265,3693,25,005,613700,0.8658851113716295,3,25005613700
893,"Census Tract 6171.01, Bristol County, Massachusetts",5070,4843,25,005,617101,0.9552268244575937,4,25005617101
894,"Census Tract 6304, Bristol County, Massachusetts",4875,4267,25,005,630400,0.8752820512820513,3,25005630400
895,"Census Tract 6331, Bristol County, Massachusetts",5691,5399,25,005,633100,0.9486909154805834,4,25005633100
896,"Census Tract 4011, Norfolk County, Massachusetts",4123,3236,25,021,401100,0.7848653892796508,2,25021401100
897,"Census Tract 4012, Norfolk County, Massachusetts",6703,5064,25,021,401200,0.7554826197225123,2,25021401200
898,"Census Tract 4034, Norfolk County, Massachusetts",6759,5677,25,021,403400,0.8399171475070276,2,25021403400
899,"Census Tract 1006.01, Suffolk County, Massachusetts",5903,1819,25,025,100601,0.308148399119092,1,25025100601
900,"Census Tract 1007, Suffolk County, Massachusetts",4417,3965,25,025,100700,0.8976681005207154,3,25025100700
901,"Census Tract 1011.02, Suffolk County, Massachusetts",5068,297,25,025,101102,0.058602999210734016,1,25025101102
902,"Census Tract 1302, Suffolk County, Massachusetts",5269,4595,25,025,130200,0.8720819889922187,3,25025130200
903,"Census Tract 606, Suffolk County, Massachusetts",3219,2711,25,025,060600,0.8421870146008077,2,25025060600
904,"Census Tract 709, Suffolk County, Massachusetts",2966,1767,25,025,070900,0.595751854349292,1,25025070900
905,"Census Tract 924, Suffolk County, Massachusetts",5984,485,25,025,092400,0.08104946524064172,1,25025092400
906,"Census Tract 301, Suffolk County, Massachusetts",2255,2183,25,025,030100,0.968070953436807,4,25025030100
907,"Census Tract 6.02, Suffolk County, Massachusetts",3896,2089,25,025,000602,0.5361909650924025,1,25025000602
908,"Census Tract 821, Suffolk County, Massachusetts",5396,363,25,025,082100,0.06727205337286879,1,25025082100
909,"Census Tract 602, Suffolk County, Massachusetts",2330,2242,25,025,060200,0.9622317596566523,4,25025060200
910,"Census Tract 904, Suffolk County, Massachusetts",4310,375,25,025,090400,0.08700696055684455,1,25025090400
911,"Census Tract 1205, Suffolk County, Massachusetts",2685,1339,25,025,120500,0.4986964618249534,1,25025120500
912,"Census Tract 1010.01, Suffolk County, Massachusetts",6345,498,25,025,101001,0.07848699763593381,1,25025101001
913,"Census Tract 3566.02, Middlesex County, Massachusetts",4257,3516,25,017,356602,0.8259337561663143,2,25017356602
914,"Census Tract 3573, Middlesex County, Massachusetts",3196,2638,25,017,357300,0.8254067584480601,2,25017357300
915,"Census Tract 3652.02, Middlesex County, Massachusetts",4770,4143,25,017,365202,0.8685534591194969,3,25017365202
916,"Census Tract 3574, Middlesex County, Massachusetts",2377,2010,25,017,357400,0.8456037021455617,2,25017357400
917,"Census Tract 3601, Middlesex County, Massachusetts",1924,1498,25,017,360100,0.7785862785862786,2,25017360100
918,"Census Tract 7201, Worcester County, Massachusetts",3438,3247,25,027,720100,0.9444444444444444,4,25027720100
919,"Census Tract 7291, Worcester County, Massachusetts",5727,4952,25,027,729100,0.8646760956870962,3,25027729100
920,"Census Tract 7102, Worcester County, Massachusetts",6742,5944,25,027,710200,0.8816374962919015,3,25027710200
921,"Census Tract 7105, Worcester County, Massachusetts",3506,2772,25,027,710500,0.7906446092413006,2,25027710500
922,"Census Tract 7330, Worcester County, Massachusetts",3737,2513,25,027,733000,0.6724645437516724,1,25027733000
923,"Census Tract 7308.01, Worcester County, Massachusetts",3437,3072,25,027,730801,0.8938027349432645,3,25027730801
924,"Census Tract 7311.01, Worcester County, Massachusetts",4253,2979,25,027,731101,0.700446743475194,2,25027731101
925,"Census Tract 7329.01, Worcester County, Massachusetts",7551,5226,25,027,732901,0.6920937624155741,1,25027732901
926,"Census Tract 7331.01, Worcester County, Massachusetts",2090,1616,25,027,733101,0.7732057416267942,2,25027733101
927,"Census Tract 7101, Worcester County, Massachusetts",3652,2450,25,027,710100,0.6708652792990142,1,25027710100
928,"Census Tract 7075, Worcester County, Massachusetts",5561,4728,25,027,707500,0.8502067973386082,3,25027707500
929,"Census Tract 7561.01, Worcester County, Massachusetts",4571,4437,25,027,756101,0.9706847516954714,4,25027756101
930,"Census Tract 7502, Worcester County, Massachusetts",7291,7107,25,027,750200,0.9747634069400631,4,25027750200
931,"Census Tract 7541, Worcester County, Massachusetts",5840,5477,25,027,754100,0.9378424657534247,4,25027754100
932,"Census Tract 7551, Worcester County, Massachusetts",3406,3052,25,027,755100,0.896065766294774,3,25027755100
933,"Census Tract 7571, Worcester County, Massachusetts",4435,3629,25,027,757100,0.8182638105975197,2,25027757100
934,"Census Tract 7601, Worcester County, Massachusetts",3406,3130,25,027,760100,0.9189665296535525,3,25027760100
935,"Census Tract 7071, Worcester County, Massachusetts",4150,4035,25,027,707100,0.9722891566265061,4,25027707100
936,"Census Tract 7092.01, Worcester County, Massachusetts",6711,5894,25,027,709201,0.8782595738340039,3,25027709201
937,"Census Tract 403, Franklin County, Massachusetts",3012,2892,25,011,040300,0.9601593625498008,4,25011040300
938,"Census Tract 8004, Hampden County, Massachusetts",6221,3425,25,013,800400,0.5505545732197396,1,25013800400
939,"Census Tract 8013, Hampden County, Massachusetts",4987,1813,25,013,801300,0.36354521756567076,1,25013801300
940,"Census Tract 8005, Hampden County, Massachusetts",3640,2087,25,013,800500,0.5733516483516483,1,25013800500
941,"Census Tract 8009, Hampden County, Massachusetts",4114,2841,25,013,800900,0.6905687894992708,1,25013800900
942,"Census Tract 8012, Hampden County, Massachusetts",2401,1331,25,013,801200,0.5543523531861724,1,25013801200
943,"Census Tract 8022, Hampden County, Massachusetts",3436,1831,25,013,802200,0.5328870779976718,1,25013802200
944,"Census Tract 8101, Hampden County, Massachusetts",6323,6102,25,013,810100,0.9650482365965523,4,25013810100
945,"Census Tract 8102, Hampden County, Massachusetts",2409,2362,25,013,810200,0.9804898298048983,4,25013810200
946,"Census Tract 8106.01, Hampden County, Massachusetts",4112,3199,25,013,810601,0.7779669260700389,2,25013810601
947,"Census Tract 8115, Hampden County, Massachusetts",2276,1565,25,013,811500,0.687609841827768,1,25013811500
948,"Census Tract 8118, Hampden County, Massachusetts",4345,3861,25,013,811800,0.8886075949367088,3,25013811800
949,"Census Tract 8121.01, Hampden County, Massachusetts",5309,5142,25,013,812101,0.9685439819174986,4,25013812101
950,"Census Tract 8129.03, Hampden County, Massachusetts",2876,2674,25,013,812903,0.9297635605006954,4,25013812903
951,"Census Tract 8132.05, Hampden County, Massachusetts",7120,6703,25,013,813205,0.9414325842696629,4,25013813205
952,"Census Tract 8136.02, Hampden County, Massachusetts",6470,5823,25,013,813602,0.9,3,25013813602
953,"Census Tract 8015.03, Hampden County, Massachusetts",4172,2676,25,013,801503,0.6414189837008629,1,25013801503
954,"Census Tract 8020, Hampden County, Massachusetts",3271,1442,25,013,802000,0.44084377866096,1,25013802000
955,"Census Tract 8021, Hampden County, Massachusetts",6176,4593,25,013,802100,0.7436852331606217,2,25013802100
956,"Census Tract 8024, Hampden County, Massachusetts",4066,3210,25,013,802400,0.7894736842105263,2,25013802400
957,"Census Tract 8103, Hampden County, Massachusetts",3505,3127,25,013,810300,0.8921540656205421,3,25013810300
958,"Census Tract 8116, Hampden County, Massachusetts",3612,2996,25,013,811600,0.8294573643410853,2,25013811600
959,"Census Tract 8126, Hampden County, Massachusetts",6412,6126,25,013,812600,0.9553961322520275,4,25013812600
960,"Census Tract 8014.01, Hampden County, Massachusetts",3718,1142,25,013,801401,0.307154384077461,1,25013801401
961,"Census Tract 6407, Bristol County, Massachusetts",2834,2569,25,005,640700,0.9064925899788285,3,25005640700
962,"Census Tract 6410, Bristol County, Massachusetts",2348,1985,25,005,641000,0.8454003407155025,2,25005641000
963,"Census Tract 6412, Bristol County, Massachusetts",3160,2432,25,005,641200,0.769620253164557,2,25005641200
964,"Census Tract 6451.01, Bristol County, Massachusetts",4607,4522,25,005,645101,0.981549815498155,4,25005645101
965,"Census Tract 6451.03, Bristol County, Massachusetts",5737,5585,25,005,645103,0.9735053163674394,4,25005645103
966,"Census Tract 6504, Bristol County, Massachusetts",3463,3025,25,005,650400,0.8735200693040717,3,25005650400
967,"Census Tract 6520, Bristol County, Massachusetts",2634,1695,25,005,652000,0.643507972665148,1,25005652000
968,"Census Tract 6521, Bristol County, Massachusetts",2751,1973,25,005,652100,0.7171937477280989,2,25005652100
969,"Census Tract 6523, Bristol County, Massachusetts",3114,2280,25,005,652300,0.7321772639691715,2,25005652300
970,"Census Tract 6121, Bristol County, Massachusetts",4596,4337,25,005,612100,0.9436466492602262,4,25005612100
971,"Census Tract 6134, Bristol County, Massachusetts",3522,3270,25,005,613400,0.9284497444633731,3,25005613400
972,"Census Tract 6141.02, Bristol County, Massachusetts",6579,6146,25,005,614102,0.9341845265237878,4,25005614102
973,"Census Tract 6418, Bristol County, Massachusetts",2118,1802,25,005,641800,0.8508026440037771,3,25005641800
974,"Census Tract 2522.01, Essex County, Massachusetts",3290,2901,25,009,252201,0.8817629179331307,3,25009252201
975,"Census Tract 2523, Essex County, Massachusetts",7297,4926,25,009,252300,0.6750719473756338,1,25009252300
976,"Census Tract 2526.01, Essex County, Massachusetts",7332,6209,25,009,252601,0.84683578832515,2,25009252601
977,"Census Tract 2532.05, Essex County, Massachusetts",4396,3966,25,009,253205,0.9021838034576888,3,25009253205
978,"Census Tract 2542, Essex County, Massachusetts",5229,4670,25,009,254200,0.8930961943010136,3,25009254200
979,"Census Tract 2544.01, Essex County, Massachusetts",3724,2801,25,009,254401,0.7521482277121375,2,25009254401
980,"Census Tract 2601, Essex County, Massachusetts",6278,4203,25,009,260100,0.66948072634597,1,25009260100
981,"Census Tract 2631, Essex County, Massachusetts",4545,4471,25,009,263100,0.9837183718371837,4,25009263100
982,"Census Tract 2691, Essex County, Massachusetts",6964,6773,25,009,269100,0.9725732337736933,4,25009269100
983,"Census Tract 2022, Essex County, Massachusetts",5970,5830,25,009,202200,0.9765494137353434,4,25009202200
984,"Census Tract 2046, Essex County, Massachusetts",5153,4332,25,009,204600,0.8406753347564525,2,25009204600
985,"Census Tract 2056, Essex County, Massachusetts",3992,2484,25,009,205600,0.6222444889779559,1,25009205600
986,"Census Tract 2058, Essex County, Massachusetts",3590,1242,25,009,205800,0.34596100278551534,1,25009205800
987,"Census Tract 2070, Essex County, Massachusetts",2428,506,25,009,207000,0.20840197693574958,1,25009207000
988,"Census Tract 2084, Essex County, Massachusetts",6566,5949,25,009,208400,0.9060310691440755,3,25009208400
989,"Census Tract 2106, Essex County, Massachusetts",4657,3863,25,009,210600,0.8295039725144943,2,25009210600
990,"Census Tract 2109, Essex County, Massachusetts",4314,3737,25,009,210900,0.8662494204914233,3,25009210900
991,"Census Tract 2214, Essex County, Massachusetts",3316,2962,25,009,221400,0.8932448733413751,3,25009221400
992,"Census Tract 2215, Essex County, Massachusetts",2952,2932,25,009,221500,0.9932249322493225,4,25009221500
993,"Census Tract 2218, Essex County, Massachusetts",1816,1816,25,009,221800,1.0,4,25009221800
994,"Census Tract 2532.01, Essex County, Massachusetts",3114,2869,25,009,253201,0.9213230571612074,3,25009253201
995,"Census Tract 2532.02, Essex County, Massachusetts",7052,5772,25,009,253202,0.8184912081678957,2,25009253202
996,"Census Tract 2641, Essex County, Massachusetts",6697,6609,25,009,264100,0.9868597879647604,4,25009264100
997,"Census Tract 2651.02, Essex County, Massachusetts",4813,4544,25,009,265102,0.9441097028880117,4,25009265102
998,"Census Tract 2032, Essex County, Massachusetts",4686,4563,25,009,203200,0.9737516005121639,4,25009203200
999,"Census Tract 2041.01, Essex County, Massachusetts",4889,3844,25,009,204101,0.78625485784414,2,25009204101
1000,"Census Tract 2045, Essex County, Massachusetts",3251,2750,25,009,204500,0.8458935712088588,2,25009204500
1001,"Census Tract 2047.01, Essex County, Massachusetts",6180,4354,25,009,204701,0.7045307443365696,2,25009204701
1002,"Census Tract 2053, Essex County, Massachusetts",4110,3406,25,009,205300,0.8287104622871047,2,25009205300
1003,"Census Tract 2057, Essex County, Massachusetts",4803,2725,25,009,205700,0.5673537372475536,1,25009205700
1004,"Census Tract 2069, Essex County, Massachusetts",4051,2080,25,009,206900,0.5134534682794372,1,25009206900
1005,"Census Tract 3514.03, Middlesex County, Massachusetts",4511,2993,25,017,351403,0.6634892485036578,1,25017351403
1006,"Census Tract 3514.04, Middlesex County, Massachusetts",4102,2723,25,017,351404,0.6638225255972696,1,25017351404
1007,"Census Tract 3521.01, Middlesex County, Massachusetts",1915,1058,25,017,352101,0.5524804177545692,1,25017352101
1008,"Census Tract 3521.02, Middlesex County, Massachusetts",2436,1634,25,017,352102,0.6707717569786535,1,25017352102
1009,"Census Tract 3531.01, Middlesex County, Massachusetts",2623,1653,25,017,353101,0.6301944338543652,1,25017353101
1010,"Census Tract 3531.02, Middlesex County, Massachusetts",4859,2735,25,017,353102,0.5628730191397406,1,25017353102
1011,"Census Tract 3567.01, Middlesex County, Massachusetts",6115,4761,25,017,356701,0.7785772690106296,2,25017356701
1012,"Census Tract 3567.02, Middlesex County, Massachusetts",6898,5979,25,017,356702,0.8667729776746883,3,25017356702
1013,"Census Tract 3631.03, Middlesex County, Massachusetts",3532,2409,25,017,363103,0.6820498301245753,1,25017363103
1014,"Census Tract 3631.04, Middlesex County, Massachusetts",6186,4446,25,017,363104,0.7187196896217265,2,25017363104
1015,"Census Tract 3662.01, Middlesex County, Massachusetts",3641,3297,25,017,366201,0.9055204614117001,3,25017366201
1016,"Census Tract 3662.02, Middlesex County, Massachusetts",5240,4423,25,017,366202,0.8440839694656489,2,25017366202
1017,"Census Tract 3702.01, Middlesex County, Massachusetts",3762,3213,25,017,370201,0.854066985645933,3,25017370201
1018,"Census Tract 3702.02, Middlesex County, Massachusetts",4474,3837,25,017,370202,0.8576218149307108,3,25017370202
1019,"Census Tract 3826.01, Middlesex County, Massachusetts",4725,2766,25,017,382601,0.5853968253968254,1,25017382601
1020,"Census Tract 3826.02, Middlesex County, Massachusetts",4575,3794,25,017,382602,0.8292896174863388,2,25017382602
1021,"Census Tract 3831.01, Middlesex County, Massachusetts",3762,2258,25,017,383101,0.6002126528442318,1,25017383101
1022,"Census Tract 3831.02, Middlesex County, Massachusetts",5680,2777,25,017,383102,0.48890845070422534,1,25017383102
1023,"Census Tract 3840.01, Middlesex County, Massachusetts",1512,1252,25,017,384001,0.828042328042328,2,25017384001
1024,"Census Tract 3840.02, Middlesex County, Massachusetts",5661,4024,25,017,384002,0.7108284755343579,2,25017384002
1025,"Census Tract 3852.01, Middlesex County, Massachusetts",2663,2311,25,017,385201,0.867818250093879,3,25017385201
1026,"Census Tract 3852.02, Middlesex County, Massachusetts",7894,6515,25,017,385202,0.8253103623004814,2,25017385202
1027,"Census Tract 3882, Middlesex County, Massachusetts",7572,5303,25,017,388200,0.7003433703116746,2,25017388200
1028,"Census Tract 3883, Middlesex County, Massachusetts",6176,3665,25,017,388300,0.5934261658031088,1,25017388300
1029,"Census Tract 9800, Middlesex County, Massachusetts",0,0,25,017,980000,,,25017980000
1030,"Census Tract 9503.07, Nantucket County, Massachusetts",533,453,25,019,950307,0.849906191369606,3,25019950307
1031,"Census Tract 9900, Nantucket County, Massachusetts",0,0,25,019,990000,,,25019990000
1032,"Census Tract 4113.01, Norfolk County, Massachusetts",5804,5587,25,021,411301,0.9626119917298415,4,25021411301
1033,"Census Tract 4113.02, Norfolk County, Massachusetts",3905,3393,25,021,411302,0.8688860435339308,3,25021411302
1034,"Census Tract 4134.01, Norfolk County, Massachusetts",3028,2711,25,021,413401,0.8953104359313078,3,25021413401
1035,"Census Tract 4134.02, Norfolk County, Massachusetts",4785,3374,25,021,413402,0.7051201671891327,2,25021413402
1036,"Census Tract 4161.01, Norfolk County, Massachusetts",5752,4528,25,021,416101,0.7872044506258693,2,25021416101
1037,"Census Tract 4161.02, Norfolk County, Massachusetts",3979,3123,25,021,416102,0.7848705704950992,2,25021416102
1038,"Census Tract 4177.01, Norfolk County, Massachusetts",5380,3326,25,021,417701,0.6182156133828997,1,25021417701
1039,"Census Tract 4177.02, Norfolk County, Massachusetts",2774,2142,25,021,417702,0.772170151405912,2,25021417702
1040,"Census Tract 4180.03, Norfolk County, Massachusetts",2793,1855,25,021,418003,0.6641604010025063,1,25021418003
1041,"Census Tract 4180.04, Norfolk County, Massachusetts",4377,2569,25,021,418004,0.5869316883710304,1,25021418004
1042,"Census Tract 4181.01, Norfolk County, Massachusetts",4781,3415,25,021,418101,0.7142857142857143,2,25021418101
1043,"Census Tract 4181.02, Norfolk County, Massachusetts",3300,2380,25,021,418102,0.7212121212121212,2,25021418102
1044,"Census Tract 4412.03, Norfolk County, Massachusetts",3974,3917,25,021,441203,0.9856567689984902,4,25021441203
1045,"Census Tract 4412.04, Norfolk County, Massachusetts",4624,4379,25,021,441204,0.947015570934256,4,25021441204
1046,"Census Tract 4422.01, Norfolk County, Massachusetts",4206,3911,25,021,442201,0.9298621017593913,4,25021442201
1047,"Census Tract 3123, Middlesex County, Massachusetts",5060,4274,25,017,312300,0.8446640316205534,2,25017312300
1048,"Census Tract 3141.01, Middlesex County, Massachusetts",6952,5975,25,017,314101,0.8594649021864211,3,25017314101
1049,"Census Tract 3142, Middlesex County, Massachusetts",5165,4503,25,017,314200,0.8718296224588576,3,25017314200
1050,"Census Tract 3161.02, Middlesex County, Massachusetts",6789,6501,25,017,316102,0.9575784357048166,4,25017316102
1051,"Census Tract 3162.01, Middlesex County, Massachusetts",4291,4090,25,017,316201,0.9531577720811,4,25017316201
1052,"Census Tract 3171.03, Middlesex County, Massachusetts",4963,4455,25,017,317103,0.8976425549063066,3,25017317103
1053,"Census Tract 3251, Middlesex County, Massachusetts",8014,6930,25,017,325100,0.8647367107561766,3,25017325100
1054,"Census Tract 3301, Middlesex County, Massachusetts",8792,8256,25,017,330100,0.9390354868061874,4,25017330100
1055,"Census Tract 3323, Middlesex County, Massachusetts",7048,4985,25,017,332300,0.7072928490351873,2,25017332300
1056,"Census Tract 3364.02, Middlesex County, Massachusetts",5079,4533,25,017,336402,0.8924985233313645,3,25017336402
1057,"Census Tract 3399, Middlesex County, Massachusetts",5028,3601,25,017,339900,0.7161893396976929,2,25017339900
1058,"Census Tract 3426, Middlesex County, Massachusetts",5263,2525,25,017,342600,0.47976439293178796,1,25017342600
1059,"Census Tract 3528, Middlesex County, Massachusetts",2194,1647,25,017,352800,0.7506836827711941,2,25017352800
1060,"Census Tract 3529, Middlesex County, Massachusetts",2957,2497,25,017,352900,0.844436929320257,2,25017352900
1061,"Census Tract 3216, Middlesex County, Massachusetts",7949,6604,25,017,321600,0.83079632658196,2,25017321600
1062,"Census Tract 3331, Middlesex County, Massachusetts",7973,6584,25,017,333100,0.8257870312304026,2,25017333100
1063,"Census Tract 3342, Middlesex County, Massachusetts",3944,3775,25,017,334200,0.9571501014198783,4,25017334200
1064,"Census Tract 3344, Middlesex County, Massachusetts",6698,6013,25,017,334400,0.8977306658704091,3,25017334400
1065,"Census Tract 3381, Middlesex County, Massachusetts",3318,2387,25,017,338100,0.7194092827004219,2,25017338100
1066,"Census Tract 3401, Middlesex County, Massachusetts",6440,4893,25,017,340100,0.7597826086956522,2,25017340100
1067,"Census Tract 3505, Middlesex County, Massachusetts",1552,1379,25,017,350500,0.8885309278350515,3,25017350500
1068,"Census Tract 3423, Middlesex County, Massachusetts",7543,4418,25,017,342300,0.585708604003712,1,25017342300
1069,"Census Tract 3425, Middlesex County, Massachusetts",8050,4286,25,017,342500,0.5324223602484472,1,25017342500
1070,"Census Tract 3507, Middlesex County, Massachusetts",6015,4976,25,017,350700,0.8272651704073151,2,25017350700
1071,"Census Tract 3508, Middlesex County, Massachusetts",1989,1635,25,017,350800,0.8220211161387632,2,25017350800
1072,"Census Tract 3509, Middlesex County, Massachusetts",3698,3209,25,017,350900,0.8677663601946999,3,25017350900
1073,"Census Tract 3533, Middlesex County, Massachusetts",3766,2635,25,017,353300,0.6996813595326606,2,25017353300
1074,"Census Tract 3011.01, Middlesex County, Massachusetts",4097,3856,25,017,301101,0.9411764705882353,4,25017301101
1075,"Census Tract 3536, Middlesex County, Massachusetts",4915,3643,25,017,353600,0.7412004069175991,2,25017353600
1076,"Census Tract 5.02, Suffolk County, Massachusetts",5881,4921,25,025,000502,0.8367624553647339,2,25025000502
1077,"Census Tract 406, Suffolk County, Massachusetts",3081,2718,25,025,040600,0.8821811100292113,3,25025040600
1078,"Census Tract 512, Suffolk County, Massachusetts",2898,2189,25,025,051200,0.7553485162180814,2,25025051200
1079,"Census Tract 608, Suffolk County, Massachusetts",4369,3814,25,025,060800,0.8729686427100023,3,25025060800
1080,"Census Tract 702, Suffolk County, Massachusetts",5503,2043,25,025,070200,0.3712520443394512,1,25025070200
1081,"Census Tract 820, Suffolk County, Massachusetts",2907,346,25,025,082000,0.11902304781561747,1,25025082000
1082,"Census Tract 706, Suffolk County, Massachusetts",2507,2152,25,025,070600,0.8583964898284803,3,25025070600
1083,"Census Tract 813, Suffolk County, Massachusetts",5573,901,25,025,081300,0.16167234882469048,1,25025081300
1084,"Census Tract 819, Suffolk County, Massachusetts",3547,286,25,025,081900,0.08063151959402312,1,25025081900
1085,"Census Tract 911, Suffolk County, Massachusetts",5044,2863,25,025,091100,0.5676050753370341,1,25025091100
1086,"Census Tract 1004, Suffolk County, Massachusetts",5667,729,25,025,100400,0.12863949179460032,1,25025100400
1087,"Census Tract 3.02, Suffolk County, Massachusetts",3385,2258,25,025,000302,0.6670605612998523,1,25025000302
1088,"Census Tract 7.01, Suffolk County, Massachusetts",4296,2884,25,025,000701,0.6713221601489758,1,25025000701
1089,"Census Tract 105, Suffolk County, Massachusetts",3391,2288,25,025,010500,0.6747272191094073,1,25025010500
1090,"Census Tract 4042.01, Norfolk County, Massachusetts",3800,3668,25,021,404201,0.9652631578947368,4,25021404201
1091,"Census Tract 4043.01, Norfolk County, Massachusetts",5690,4931,25,021,404301,0.8666080843585238,3,25021404301
1092,"Census Tract 4051, Norfolk County, Massachusetts",5922,5166,25,021,405100,0.8723404255319149,3,25021405100
1093,"Census Tract 4131, Norfolk County, Massachusetts",5491,4796,25,021,413100,0.8734292478601348,3,25021413100
1094,"Census Tract 4132, Norfolk County, Massachusetts",6418,5687,25,021,413200,0.8861015892801496,3,25021413200
1095,"Census Tract 4133, Norfolk County, Massachusetts",4868,4408,25,021,413300,0.905505341002465,3,25021413300
1096,"Census Tract 4135, Norfolk County, Massachusetts",4531,3249,25,021,413500,0.7170602516000882,2,25021413500
1097,"Census Tract 4143, Norfolk County, Massachusetts",5208,4303,25,021,414300,0.8262288786482335,2,25021414300
1098,"Census Tract 4163, Norfolk County, Massachusetts",4881,3721,25,021,416300,0.7623437820118828,2,25021416300
1099,"Census Tract 4164, Norfolk County, Massachusetts",6015,5383,25,021,416400,0.8949293433083957,3,25021416400
1100,"Census Tract 4175.01, Norfolk County, Massachusetts",5042,2679,25,021,417501,0.5313367711225704,1,25021417501
1101,"Census Tract 4180.02, Norfolk County, Massachusetts",7197,3866,25,021,418002,0.5371682645546756,1,25021418002
1102,"Census Tract 8104.14, Hampden County, Massachusetts",7210,6471,25,013,810414,0.89750346740638,3,25013810414
1103,"Census Tract 8129.01, Hampden County, Massachusetts",3372,3242,25,013,812901,0.961447212336892,4,25013812901
1104,"Census Tract 8018, Hampden County, Massachusetts",4050,2137,25,013,801800,0.5276543209876543,1,25013801800
1105,"Census Tract 8117, Hampden County, Massachusetts",2090,1773,25,013,811700,0.8483253588516746,3,25013811700
1106,"Census Tract 5001.01, Plymouth County, Massachusetts",4132,3815,25,023,500101,0.9232817037754114,3,25023500101
1107,"Census Tract 5011.01, Plymouth County, Massachusetts",3219,3122,25,023,501101,0.9698664181422803,4,25023501101
1108,"Census Tract 5022, Plymouth County, Massachusetts",5827,5742,25,023,502200,0.985412733825296,4,25023502200
1109,"Census Tract 5111, Plymouth County, Massachusetts",5343,3254,25,023,511100,0.6090211491671346,1,25023511100
1110,"Census Tract 5113.01, Plymouth County, Massachusetts",5426,2312,25,023,511301,0.4260965720604497,1,25023511301
1111,"Census Tract 5201, Plymouth County, Massachusetts",6721,6212,25,023,520100,0.9242672221395626,3,25023520100
1112,"Census Tract 5011.02, Plymouth County, Massachusetts",8797,8648,25,023,501102,0.9830624076389678,4,25023501102
1113,"Census Tract 5051.01, Plymouth County, Massachusetts",6161,5852,25,023,505101,0.9498458042525564,4,25023505101
1114,"Census Tract 5061.01, Plymouth County, Massachusetts",6739,6536,25,023,506101,0.9698768363258644,4,25023506101
1115,"Census Tract 5062.04, Plymouth County, Massachusetts",5223,5167,25,023,506204,0.9892781926096114,4,25023506204
1116,"Census Tract 5071.01, Plymouth County, Massachusetts",5586,5339,25,023,507101,0.95578231292517,4,25023507101
1117,"Census Tract 5071.03, Plymouth County, Massachusetts",4474,4433,25,023,507103,0.9908359409924006,4,25023507103
1118,"Census Tract 5081.01, Plymouth County, Massachusetts",6713,6305,25,023,508101,0.9392224042901832,4,25023508101
1119,"Census Tract 5102, Plymouth County, Massachusetts",6676,3109,25,023,510200,0.4656980227681246,1,25023510200
1120,"Census Tract 5232.02, Plymouth County, Massachusetts",8141,7350,25,023,523202,0.9028374892519346,3,25023523202
1121,"Census Tract 5261, Plymouth County, Massachusetts",7739,7377,25,023,526100,0.9532239307404058,4,25023526100
1122,"Census Tract 5303, Plymouth County, Massachusetts",4029,3692,25,023,530300,0.9163564159841152,3,25023530300
1123,"Census Tract 5109, Plymouth County, Massachusetts",2269,611,25,023,510900,0.26928162185985016,1,25023510900
1124,"Census Tract 5115, Plymouth County, Massachusetts",4838,1000,25,023,511500,0.20669698222405952,1,25023511500
1125,"Census Tract 5117.01, Plymouth County, Massachusetts",4206,2473,25,023,511701,0.5879695672848312,1,25023511701
1126,"Census Tract 5041.01, Plymouth County, Massachusetts",5646,5396,25,023,504101,0.9557208643287283,4,25023504101
1127,"Census Tract 5041.02, Plymouth County, Massachusetts",5251,5118,25,023,504102,0.9746714911445439,4,25023504102
1128,"Census Tract 5103, Plymouth County, Massachusetts",3848,1103,25,023,510300,0.28664241164241167,1,25023510300
1129,"Census Tract 5105.02, Plymouth County, Massachusetts",5771,2033,25,023,510502,0.3522786345520707,1,25023510502
1130,"Census Tract 5105.03, Plymouth County, Massachusetts",4849,2255,25,023,510503,0.46504433903897713,1,25023510503
1131,"Census Tract 5305, Plymouth County, Massachusetts",4987,4428,25,023,530500,0.8879085622618809,3,25023530500
1132,"Census Tract 5431, Plymouth County, Massachusetts",2912,2832,25,023,543100,0.9725274725274725,4,25023543100
