,NAME,B02001_001E,B02001_002E,state,county,tract,white_ratio,quantile_category,tractid
1133,"Census Tract 3683, Middlesex County, Massachusetts",5244,4008,25,017,368300,0.7643020594965675,2,25017368300
1134,"Census Tract 3731, Middlesex County, Massachusetts",4868,3710,25,017,373100,0.7621199671322926,2,25017373100
1135,"Census Tract 3733, Middlesex County, Massachusetts",3205,2462,25,017,373300,0.7681747269890795,2,25017373300
1136,"Census Tract 3737, Middlesex County, Massachusetts",3580,3139,25,017,373700,0.8768156424581005,3,25017373700
1137,"Census Tract 3742, Middlesex County, Massachusetts",4398,3591,25,017,374200,0.8165075034106412,2,25017374200
1138,"Census Tract 3746, Middlesex County, Massachusetts",5191,4094,25,017,374600,0.7886727027547679,2,25017374600
1139,"Census Tract 3838, Middlesex County, Massachusetts",5637,4593,25,017,383800,0.8147951037786056,2,25017383800
1140,"Census Tract 3851, Middlesex County, Massachusetts",6921,6210,25,017,385100,0.8972691807542262,3,25017385100
1141,"Census Tract 3861, Middlesex County, Massachusetts",4302,3943,25,017,386100,0.9165504416550442,3,25017386100
1142,"Census Tract 3125.01, Middlesex County, Massachusetts",4619,3718,25,017,312501,0.8049361333621996,2,25017312501
1143,"Census Tract 3151, Middlesex County, Massachusetts",6254,5562,25,017,315100,0.889350815478094,3,25017315100
1144,"Census Tract 3155, Middlesex County, Massachusetts",7726,7523,25,017,315500,0.973725084131504,4,25017315500
1145,"Census Tract 3183, Middlesex County, Massachusetts",8060,6832,25,017,318300,0.8476426799007444,3,25017318300
1146,"Census Tract 5306, Plymouth County, Massachusetts",6682,5762,25,023,530600,0.8623166716551931,3,25023530600
1147,"Census Tract 5423, Plymouth County, Massachusetts",7462,6770,25,023,542300,0.907263468239078,3,25023542300
1148,"Census Tract 5442, Plymouth County, Massachusetts",5779,5562,25,023,544200,0.9624502509084617,4,25023544200
1149,"Census Tract 5031.02, Plymouth County, Massachusetts",7182,6831,25,023,503102,0.9511278195488722,4,25023503102
1150,"Census Tract 5110, Plymouth County, Massachusetts",3269,1083,25,023,511000,0.33129397369226066,1,25023511000
1151,"Census Tract 5301, Plymouth County, Massachusetts",4264,3723,25,023,530100,0.87312382739212,3,25023530100
1152,"Census Tract 5302, Plymouth County, Massachusetts",3779,3353,25,023,530200,0.8872717650172003,3,25023530200
1153,"Census Tract 5307, Plymouth County, Massachusetts",4927,4821,25,023,530700,0.9784858940531764,4,25023530700
1154,"Census Tract 5453, Plymouth County, Massachusetts",3674,3433,25,023,545300,0.9344039194338596,4,25023545300
1155,"Census Tract 5611, Plymouth County, Massachusetts",5065,4526,25,023,561100,0.893583415597236,3,25023561100
1156,"Census Tract 5012.01, Plymouth County, Massachusetts",3903,3754,25,023,501201,0.9618242377658212,4,25023501201
1157,"Census Tract 5012.02, Plymouth County, Massachusetts",7128,6697,25,023,501202,0.9395342312008979,4,25023501202
1158,"Census Tract 5021.01, Plymouth County, Massachusetts",6697,6268,25,023,502101,0.9359414663282066,4,25023502101
1159,"Census Tract 5031.01, Plymouth County, Massachusetts",7146,6947,25,023,503101,0.9721522530086761,4,25023503101
1160,"Census Tract 3612, Middlesex County, Massachusetts",7556,5862,25,017,361200,0.7758073054526204,2,25017361200
1161,"Census Tract 3565, Middlesex County, Massachusetts",7229,5871,25,017,356500,0.8121455249688754,2,25017356500
1162,"Census Tract 3602, Middlesex County, Massachusetts",4772,3875,25,017,360200,0.8120284995808885,2,25017360200
1163,"Census Tract 3748, Middlesex County, Massachusetts",4976,3812,25,017,374800,0.7660771704180064,2,25017374800
1164,"Census Tract 3823, Middlesex County, Massachusetts",6045,5439,25,017,382300,0.8997518610421836,3,25017382300
1165,"Census Tract 3011.02, Middlesex County, Massachusetts",5321,5168,25,017,301102,0.9712460063897763,4,25017301102
1166,"Census Tract 3120, Middlesex County, Massachusetts",2933,1712,25,017,312000,0.5837026934878964,1,25017312000
1167,"Census Tract 3161.01, Middlesex County, Massachusetts",5153,4989,25,017,316101,0.9681738792936154,4,25017316101
1168,"Census Tract 3352, Middlesex County, Massachusetts",6301,5931,25,017,335200,0.9412791620377717,4,25017335200
1169,"Census Tract 3535, Middlesex County, Massachusetts",2634,1777,25,017,353500,0.6746393318147305,1,25017353500
1170,"Census Tract 3383, Middlesex County, Massachusetts",3211,3036,25,017,338300,0.9454998442852693,4,25017338300
1171,"Census Tract 3113, Middlesex County, Massachusetts",3814,1654,25,017,311300,0.4336654431043524,1,25017311300
1172,"Census Tract 3223, Middlesex County, Massachusetts",6522,6011,25,017,322300,0.9216498006746396,3,25017322300
1173,"Census Tract 3361, Middlesex County, Massachusetts",5691,4916,25,017,336100,0.8638200667720963,3,25017336100
1174,"Census Tract 3526, Middlesex County, Massachusetts",2593,1940,25,017,352600,0.7481681450057848,2,25017352600
1175,"Census Tract 9003, Berkshire County, Massachusetts",2785,2275,25,003,900300,0.8168761220825853,2,25003900300
1176,"Census Tract 8016.01, Hampden County, Massachusetts",4647,3511,25,013,801601,0.7555412093823972,2,25013801601
1177,"Census Tract 8017, Hampden County, Massachusetts",8002,3784,25,013,801700,0.47288177955511124,1,25013801700
1178,"Census Tract 8135, Hampden County, Massachusetts",5193,5072,25,013,813500,0.9766994030425573,4,25013813500
1179,"Census Tract 8127.01, Hampden County, Massachusetts",4000,3862,25,013,812701,0.9655,4,25013812701
1180,"Census Tract 8127.02, Hampden County, Massachusetts",6058,5350,25,013,812702,0.88312974579069,3,25013812702
1181,"Census Tract 8133.01, Hampden County, Massachusetts",7462,6928,25,013,813301,0.9284374162422943,3,25013813301
1182,"Census Tract 8108, Hampden County, Massachusetts",3816,3457,25,013,810800,0.9059224318658281,3,25013810800
1183,"Census Tract 8109.02, Hampden County, Massachusetts",4170,3668,25,013,810902,0.8796163069544365,3,25013810902
1184,"Census Tract 8124.01, Hampden County, Massachusetts",6600,5705,25,013,812401,0.8643939393939394,3,25013812401
1185,"Census Tract 8125, Hampden County, Massachusetts",7745,6953,25,013,812500,0.8977404777275662,3,25013812500
1186,"Census Tract 8128, Hampden County, Massachusetts",6604,6182,25,013,812800,0.9360993337371291,4,25013812800
1187,"Census Tract 8023, Hampden County, Massachusetts",7526,3301,25,013,802300,0.43861280892904597,1,25013802300
1188,"Census Tract 407.02, Franklin County, Massachusetts",4270,3992,25,011,040702,0.9348946135831382,4,25011040702
1189,"Census Tract 409, Franklin County, Massachusetts",5049,4774,25,011,040900,0.9455337690631809,4,25011040900
1190,"Census Tract 402, Franklin County, Massachusetts",4471,4328,25,011,040200,0.968016103779915,4,25011040200
1191,"Census Tract 404, Franklin County, Massachusetts",3455,3292,25,011,040400,0.952821997105644,4,25011040400
1192,"Census Tract 410, Franklin County, Massachusetts",3366,3137,25,011,041000,0.9319667260843731,4,25011041000
1193,"Census Tract 401, Franklin County, Massachusetts",4422,4234,25,011,040100,0.9574853007688828,4,25011040100
1194,"Census Tract 411, Franklin County, Massachusetts",3655,3470,25,011,041100,0.9493844049247606,4,25011041100
1195,"Census Tract 414, Franklin County, Massachusetts",2689,2084,25,011,041400,0.7750092971364819,2,25011041400
1196,"Census Tract 4001, Norfolk County, Massachusetts",5304,3987,25,021,400100,0.7516968325791855,2,25021400100
1197,"Census Tract 4007, Norfolk County, Massachusetts",3304,2521,25,021,400700,0.7630145278450363,2,25021400700
1198,"Census Tract 4025, Norfolk County, Massachusetts",4210,3622,25,021,402500,0.860332541567696,3,25021402500
1199,"Census Tract 4104, Norfolk County, Massachusetts",6254,5464,25,021,410400,0.8736808442596738,3,25021410400
1200,"Census Tract 4152, Norfolk County, Massachusetts",5744,4752,25,021,415200,0.8272980501392758,2,25021415200
1201,"Census Tract 4171, Norfolk County, Massachusetts",4702,3036,25,021,417100,0.6456826882177796,1,25021417100
1202,"Census Tract 4178.02, Norfolk County, Massachusetts",3321,1649,25,021,417802,0.49653718759409815,1,25021417802
1203,"Census Tract 4179.02, Norfolk County, Massachusetts",4037,2634,25,021,417902,0.652464701511023,1,25021417902
1204,"Census Tract 4192, Norfolk County, Massachusetts",5332,4543,25,021,419200,0.8520255063765941,3,25021419200
1205,"Census Tract 4203.01, Norfolk County, Massachusetts",7177,3049,25,021,420301,0.4248293158701407,1,25021420301
1206,"Census Tract 4228, Norfolk County, Massachusetts",3926,3540,25,021,422800,0.9016811003565971,3,25021422800
1207,"Census Tract 4421.01, Norfolk County, Massachusetts",5780,5054,25,021,442101,0.87439446366782,3,25021442101
1208,"Census Tract 4003, Norfolk County, Massachusetts",4397,3410,25,021,400300,0.775528769615647,2,25021400300
1209,"Census Tract 4005, Norfolk County, Massachusetts",5208,4330,25,021,400500,0.8314132104454686,2,25021400500
1210,"Census Tract 4006, Norfolk County, Massachusetts",5300,4197,25,021,400600,0.7918867924528302,2,25021400600
1211,"Census Tract 4022, Norfolk County, Massachusetts",2332,1933,25,021,402200,0.8289022298456261,2,25021402200
1212,"Census Tract 4081.01, Norfolk County, Massachusetts",8082,7570,25,021,408101,0.9366493442217273,4,25021408101
1213,"Census Tract 4091.02, Norfolk County, Massachusetts",5281,5067,25,021,409102,0.9594773717099034,4,25021409102
1214,"Census Tract 4101, Norfolk County, Massachusetts",6560,6306,25,021,410100,0.9612804878048781,4,25021410100
1215,"Census Tract 4021.01, Norfolk County, Massachusetts",3572,3082,25,021,402101,0.8628219484882419,3,25021402101
1216,"Census Tract 4021.02, Norfolk County, Massachusetts",4478,3366,25,021,402102,0.7516748548459133,2,25021402102
1217,"Census Tract 4024, Norfolk County, Massachusetts",6391,5308,25,021,402400,0.8305429510248787,2,25021402400
1218,"Census Tract 4081.02, Norfolk County, Massachusetts",5080,4646,25,021,408102,0.9145669291338583,3,25021408102
1219,"Census Tract 2107, Essex County, Massachusetts",4317,3462,25,009,210700,0.8019457956914524,2,25009210700
1220,"Census Tract 2172.02, Essex County, Massachusetts",3611,3556,25,009,217202,0.9847687621157574,4,25009217202
1221,"Census Tract 2217, Essex County, Massachusetts",2817,2697,25,009,221700,0.9574014909478168,4,25009221700
1222,"Census Tract 2231, Essex County, Massachusetts",4558,4280,25,009,223100,0.9390083369899078,4,25009223100
1223,"Census Tract 2515, Essex County, Massachusetts",6130,2665,25,009,251500,0.43474714518760194,1,25009251500
1224,"Census Tract 6422, Bristol County, Massachusetts",4197,3269,25,005,642200,0.7788896831069811,2,25005642200
1225,"Census Tract 6425, Bristol County, Massachusetts",4448,4279,25,005,642500,0.9620053956834532,4,25005642500
1226,"Census Tract 6505, Bristol County, Massachusetts",3174,2711,25,005,650500,0.854127284183995,3,25005650500
1227,"Census Tract 6510.01, Bristol County, Massachusetts",3181,2324,25,005,651001,0.730587865451116,2,25005651001
1228,"Census Tract 6511, Bristol County, Massachusetts",4348,2358,25,005,651100,0.5423183072677092,1,25005651100
1229,"Census Tract 6514, Bristol County, Massachusetts",3211,1991,25,005,651400,0.6200560573030208,1,25005651400
1230,"Census Tract 6525, Bristol County, Massachusetts",2665,1532,25,005,652500,0.574859287054409,1,25005652500
1231,"Census Tract 6528, Bristol County, Massachusetts",2852,2656,25,005,652800,0.9312762973352033,4,25005652800
1232,"Census Tract 6531.01, Bristol County, Massachusetts",6602,6097,25,005,653101,0.9235080278703424,3,25005653101
1233,"Census Tract 6553, Bristol County, Massachusetts",3216,2991,25,005,655300,0.9300373134328358,4,25005655300
1234,"Census Tract 6554, Bristol County, Massachusetts",3485,3392,25,005,655400,0.9733142037302726,4,25005655400
1235,"Census Tract 6506, Bristol County, Massachusetts",2775,1497,25,005,650600,0.5394594594594595,1,25005650600
1236,"Census Tract 6507, Bristol County, Massachusetts",2413,1201,25,005,650700,0.4977206796518856,1,25005650700
1237,"Census Tract 6515, Bristol County, Massachusetts",2913,1231,25,005,651500,0.42258839684174393,1,25005651500
1238,"Census Tract 6311, Bristol County, Massachusetts",7737,6564,25,005,631100,0.8483908491663436,3,25005631100
1239,"Census Tract 6312, Bristol County, Massachusetts",7688,6774,25,005,631200,0.8811134235171696,3,25005631200
1240,"Census Tract 6322, Bristol County, Massachusetts",7866,7739,25,005,632200,0.9838545639460972,4,25005632200
1241,"Census Tract 6404, Bristol County, Massachusetts",2763,2452,25,005,640400,0.8874411871154542,3,25005640400
1242,"Census Tract 6424, Bristol County, Massachusetts",3011,2763,25,005,642400,0.9176353370973098,3,25005642400
1243,"Census Tract 6542, Bristol County, Massachusetts",3445,3230,25,005,654200,0.9375907111756169,4,25005654200
1244,"Census Tract 6517, Bristol County, Massachusetts",2477,779,25,005,651700,0.31449333871618895,1,25005651700
1245,"Census Tract 6526, Bristol County, Massachusetts",2863,1436,25,005,652600,0.5015717778553964,1,25005652600
1246,"Census Tract 6551, Bristol County, Massachusetts",4315,4144,25,005,655100,0.9603707995365006,4,25005655100
1247,"Census Tract 6136, Bristol County, Massachusetts",3940,3346,25,005,613600,0.849238578680203,3,25005613600
1248,"Census Tract 6138, Bristol County, Massachusetts",5138,4005,25,005,613800,0.7794861813935383,2,25005613800
1249,"Census Tract 6141.01, Bristol County, Massachusetts",7276,5482,25,005,614101,0.7534359538207807,2,25005614101
1250,"Census Tract 6151, Bristol County, Massachusetts",7438,7060,25,005,615100,0.9491798870664157,4,25005615100
1251,"Census Tract 6171.02, Bristol County, Massachusetts",4105,3823,25,005,617102,0.9313032886723508,4,25005617102
1252,"Census Tract 6302, Bristol County, Massachusetts",8308,7612,25,005,630200,0.9162253249879634,3,25005630200
1253,"Census Tract 6313, Bristol County, Massachusetts",5045,4616,25,005,631300,0.9149653121902874,3,25005631300
1254,"Census Tract 6315, Bristol County, Massachusetts",2894,2676,25,005,631500,0.9246717346233587,3,25005631500
1255,"Census Tract 6401, Bristol County, Massachusetts",4739,4383,25,005,640100,0.9248786663853134,3,25005640100
1256,"Census Tract 6403, Bristol County, Massachusetts",4007,2994,25,005,640300,0.7471924132767657,2,25005640300
1257,"Census Tract 6408, Bristol County, Massachusetts",3867,3313,25,005,640800,0.8567364882337729,3,25005640800
1258,"Census Tract 6442, Bristol County, Massachusetts",6765,6565,25,005,644200,0.9704360679970436,4,25005644200
1259,"Census Tract 2521.01, Essex County, Massachusetts",3803,2884,25,009,252101,0.7583486721009729,2,25009252101
1260,"Census Tract 2526.03, Essex County, Massachusetts",2829,2422,25,009,252603,0.8561329091551785,3,25009252603
1261,"Census Tract 2541, Essex County, Massachusetts",6241,5319,25,009,254100,0.8522672648614004,3,25009254100
1262,"Census Tract 2602, Essex County, Massachusetts",3392,2517,25,009,260200,0.7420400943396226,2,25009260200
1263,"Census Tract 4422.02, Norfolk County, Massachusetts",8534,7927,25,021,442202,0.9288727443168503,3,25021442202
1264,"Census Tract 4563.01, Norfolk County, Massachusetts",1922,1432,25,021,456301,0.745057232049948,2,25021456301
1265,"Census Tract 4563.02, Norfolk County, Massachusetts",5189,4005,25,021,456302,0.7718250144536519,2,25021456302
1266,"Census Tract 4572, Norfolk County, Massachusetts",5913,5162,25,021,457200,0.8729917131743615,3,25021457200
1267,"Census Tract 5001.03, Plymouth County, Massachusetts",2043,1981,25,023,500103,0.969652471855115,4,25023500103
1268,"Census Tract 5001.04, Plymouth County, Massachusetts",4227,4106,25,023,500104,0.9713744972793944,4,25023500104
1269,"Census Tract 5091.01, Plymouth County, Massachusetts",7190,6888,25,023,509101,0.9579972183588317,4,25023509101
1270,"Census Tract 5091.02, Plymouth County, Massachusetts",6020,5776,25,023,509102,0.959468438538206,4,25023509102
1271,"Census Tract 5251.04, Plymouth County, Massachusetts",6784,6388,25,023,525104,0.941627358490566,4,25023525104
1272,"Census Tract 5252.03, Plymouth County, Massachusetts",5771,5046,25,023,525203,0.8743718592964824,3,25023525203
1273,"Census Tract 5252.04, Plymouth County, Massachusetts",3810,3286,25,023,525204,0.8624671916010499,3,25023525204
1274,"Census Tract 5308.01, Plymouth County, Massachusetts",6151,6130,25,023,530801,0.9965859209884571,4,25023530801
1275,"Census Tract 5308.02, Plymouth County, Massachusetts",4542,4344,25,023,530802,0.9564068692206077,4,25023530802
1276,"Census Tract 5309.01, Plymouth County, Massachusetts",8509,8065,25,023,530901,0.9478199553414032,4,25023530901
1277,"Census Tract 5309.02, Plymouth County, Massachusetts",4751,4446,25,023,530902,0.9358029888444538,4,25023530902
1278,"Census Tract 5401.01, Plymouth County, Massachusetts",3921,3762,25,023,540101,0.9594491201224178,4,25023540101
1279,"Census Tract 5401.02, Plymouth County, Massachusetts",2798,2794,25,023,540102,0.9985704074338814,4,25023540102
1280,"Census Tract 5401.03, Plymouth County, Massachusetts",4526,4364,25,023,540103,0.964206805125939,4,25023540103
1281,"Census Tract 5421.01, Plymouth County, Massachusetts",7779,7439,25,023,542101,0.9562925825941637,4,25023542101
1282,"Census Tract 5421.02, Plymouth County, Massachusetts",2534,2339,25,023,542102,0.9230465666929756,3,25023542102
1283,"Census Tract 5612, Plymouth County, Massachusetts",3045,2236,25,023,561200,0.7343185550082102,2,25023561200
1284,"Census Tract 9900.03, Plymouth County, Massachusetts",0,0,25,023,990003,,,25023990003
1285,"Census Tract 5.03, Suffolk County, Massachusetts",2123,1704,25,025,000503,0.802637776731041,2,25025000503
1286,"Census Tract 5.04, Suffolk County, Massachusetts",4449,3491,25,025,000504,0.7846707125196674,2,25025000504
1287,"Census Tract 7.03, Suffolk County, Massachusetts",1926,1129,25,025,000703,0.5861889927310489,1,25025000703
1288,"Census Tract 7.04, Suffolk County, Massachusetts",4582,2273,25,025,000704,0.4960715844609341,1,25025000704
1289,"Census Tract 8.03, Suffolk County, Massachusetts",6257,4074,25,025,000803,0.6511107559533322,1,25025000803
1290,"Census Tract 101.03, Suffolk County, Massachusetts",3714,2229,25,025,010103,0.6001615508885298,1,25025010103
1291,"Census Tract 101.04, Suffolk County, Massachusetts",4891,3435,25,025,010104,0.7023103659783275,2,25025010104
1292,"Census Tract 102.03, Suffolk County, Massachusetts",5174,3632,25,025,010203,0.7019713954387321,2,25025010203
1293,"Census Tract 102.04, Suffolk County, Massachusetts",3354,2168,25,025,010204,0.6463923673225999,1,25025010204
1294,"Census Tract 104.03, Suffolk County, Massachusetts",2869,1862,25,025,010403,0.6490066225165563,1,25025010403
1295,"Census Tract 104.04, Suffolk County, Massachusetts",5134,3361,25,025,010404,0.6546552395792754,1,25025010404
1296,"Census Tract 104.05, Suffolk County, Massachusetts",6081,4137,25,025,010405,0.6803157375431672,1,25025010405
1297,"Census Tract 104.08, Suffolk County, Massachusetts",1381,990,25,025,010408,0.7168718320057929,2,25025010408
1298,"Census Tract 107.01, Suffolk County, Massachusetts",2706,2214,25,025,010701,0.8181818181818182,2,25025010701
1299,"Census Tract 107.02, Suffolk County, Massachusetts",2587,2362,25,025,010702,0.9130266718206417,3,25025010702
1300,"Census Tract 108.01, Suffolk County, Massachusetts",3204,2884,25,025,010801,0.9001248439450686,3,25025010801
1301,"Census Tract 108.02, Suffolk County, Massachusetts",3161,2843,25,025,010802,0.8993989243910155,3,25025010802
1302,"Census Tract 201.01, Suffolk County, Massachusetts",4910,4446,25,025,020101,0.9054989816700612,3,25025020101
1303,"Census Tract 203.01, Suffolk County, Massachusetts",2355,1797,25,025,020301,0.7630573248407644,2,25025020301
1304,"Census Tract 203.02, Suffolk County, Massachusetts",1054,980,25,025,020302,0.9297912713472486,4,25025020302
1305,"Census Tract 203.03, Suffolk County, Massachusetts",3818,2439,25,025,020303,0.6388161341016239,1,25025020303
1306,"Census Tract 304, Suffolk County, Massachusetts",2747,2567,25,025,030400,0.9344739716053877,4,25025030400
1307,"Census Tract 505, Suffolk County, Massachusetts",2502,1885,25,025,050500,0.7533972821742606,2,25025050500
1308,"Census Tract 7283, Worcester County, Massachusetts",4743,4439,25,027,728300,0.9359055450137044,4,25027728300
1309,"Census Tract 7311.02, Worcester County, Massachusetts",2368,1754,25,027,731102,0.7407094594594594,2,25027731102
1310,"Census Tract 7313, Worcester County, Massachusetts",3548,1902,25,027,731300,0.536076662908681,1,25027731300
1311,"Census Tract 7315, Worcester County, Massachusetts",4923,3183,25,027,731500,0.6465569774527727,1,25027731500
1312,"Census Tract 7461, Worcester County, Massachusetts",5995,5658,25,027,746100,0.9437864887406172,4,25027746100
1313,"Census Tract 7324, Worcester County, Massachusetts",6732,4167,25,027,732400,0.6189839572192514,1,25027732400
1314,"Census Tract 7329.02, Worcester County, Massachusetts",1856,1562,25,027,732902,0.8415948275862069,2,25027732902
1315,"Census Tract 7392, Worcester County, Massachusetts",6384,4720,25,027,739200,0.7393483709273183,2,25027739200
1316,"Census Tract 7451, Worcester County, Massachusetts",5955,5667,25,027,745100,0.9516372795969773,4,25027745100
1317,"Census Tract 7481, Worcester County, Massachusetts",3237,3109,25,027,748100,0.9604572134692617,4,25027748100
1318,"Census Tract 7521, Worcester County, Massachusetts",8722,8242,25,027,752100,0.944966750745242,4,25027752100
1319,"Census Tract 7073, Worcester County, Massachusetts",3927,3646,25,027,707300,0.9284441049146932,3,25027707300
1320,"Census Tract 7121.01, Worcester County, Massachusetts",6563,6049,25,027,712101,0.9216821575499009,3,25027712101
1321,"Census Tract 7271, Worcester County, Massachusetts",4845,4370,25,027,727100,0.9019607843137255,3,25027727100
1322,"Census Tract 7282, Worcester County, Massachusetts",4037,3923,25,027,728200,0.9717612088184295,4,25027728200
1323,"Census Tract 7309.01, Worcester County, Massachusetts",3423,3035,25,027,730901,0.8866491381828805,3,25027730901
1324,"Census Tract 707, Suffolk County, Massachusetts",2783,1782,25,025,070700,0.6403162055335968,1,25025070700
1325,"Census Tract 812, Suffolk County, Massachusetts",3577,1181,25,025,081200,0.33016494268940455,1,25025081200
1326,"Census Tract 817, Suffolk County, Massachusetts",3882,272,25,025,081700,0.07006697578567748,1,25025081700
1327,"Census Tract 919, Suffolk County, Massachusetts",4010,281,25,025,091900,0.07007481296758104,1,25025091900
1328,"Census Tract 1002, Suffolk County, Massachusetts",3173,283,25,025,100200,0.0891900409706902,1,25025100200
1329,"Census Tract 1010.02, Suffolk County, Massachusetts",5779,532,25,025,101002,0.09205744938570687,1,25025101002
1330,"Census Tract 1105.02, Suffolk County, Massachusetts",4656,3201,25,025,110502,0.6875,1,25025110502
1331,"Census Tract 1106.01, Suffolk County, Massachusetts",2991,2601,25,025,110601,0.8696088264794383,3,25025110601
1332,"Census Tract 1304.02, Suffolk County, Massachusetts",5078,4342,25,025,130402,0.8550610476565577,3,25025130402
1333,"Census Tract 1404, Suffolk County, Massachusetts",8750,1003,25,025,140400,0.11462857142857143,1,25025140400
1334,"Census Tract 2.01, Suffolk County, Massachusetts",3857,3120,25,025,000201,0.8089188488462535,2,25025000201
1335,"Census Tract 1, Suffolk County, Massachusetts",4668,2693,25,025,000100,0.5769065981148244,1,25025000100
1336,"Census Tract 2.02, Suffolk County, Massachusetts",3982,2769,25,025,000202,0.6953792064289301,1,25025000202
1337,"Census Tract 3215, Middlesex County, Massachusetts",7505,5772,25,017,321500,0.7690872751499,2,25017321500
1338,"Census Tract 3271.02, Middlesex County, Massachusetts",4244,4021,25,017,327102,0.9474552309142319,4,25017327102
1339,"Census Tract 3281, Middlesex County, Massachusetts",3337,3128,25,017,328100,0.937368894216362,4,25017328100
1340,"Census Tract 3302, Middlesex County, Massachusetts",6806,5970,25,017,330200,0.8771672054069938,3,25017330200
1341,"Census Tract 3311.01, Middlesex County, Massachusetts",3397,2997,25,017,331101,0.8822490432734766,3,25017331101
1342,"Census Tract 3332, Middlesex County, Massachusetts",4897,4511,25,017,333200,0.9211762303451092,3,25017333200
1343,"Census Tract 3312, Middlesex County, Massachusetts",5444,4891,25,017,331200,0.8984202792064658,3,25017331200
1344,"Census Tract 3322, Middlesex County, Massachusetts",9070,6412,25,017,332200,0.7069459757442117,2,25017332200
1345,"Census Tract 3001, Middlesex County, Massachusetts",3195,3077,25,017,300100,0.9630672926447574,4,25017300100
1346,"Census Tract 3105, Middlesex County, Massachusetts",3466,2263,25,017,310500,0.6529140219272938,1,25017310500
1347,"Census Tract 3106.02, Middlesex County, Massachusetts",5417,3789,25,017,310602,0.6994646483293335,2,25017310602
1348,"Census Tract 3107, Middlesex County, Massachusetts",4880,2713,25,017,310700,0.5559426229508196,1,25017310700
1349,"Census Tract 5021.02, Plymouth County, Massachusetts",5325,4630,25,023,502102,0.8694835680751174,3,25023502102
1350,"Census Tract 4191, Norfolk County, Massachusetts",6028,4690,25,021,419100,0.7780358327803584,2,25021419100
1351,"Census Tract 4202.01, Norfolk County, Massachusetts",3886,1122,25,021,420201,0.28872876994338653,1,25021420201
1352,"Census Tract 4421.03, Norfolk County, Massachusetts",7304,6411,25,021,442103,0.8777382256297919,3,25021442103
1353,"Census Tract 4564.01, Norfolk County, Massachusetts",2699,2171,25,021,456401,0.8043719896257874,2,25021456401
1354,"Census Tract 4564.02, Norfolk County, Massachusetts",5474,4432,25,021,456402,0.8096455973693826,2,25021456402
1355,"Census Tract 4033, Norfolk County, Massachusetts",4206,3869,25,021,403300,0.9198763670946267,3,25021403300
1356,"Census Tract 4041, Norfolk County, Massachusetts",4182,2986,25,021,404100,0.7140124342419895,2,25021404100
1357,"Census Tract 4141, Norfolk County, Massachusetts",5638,4327,25,021,414100,0.7674707343029443,2,25021414100
1358,"Census Tract 4151.01, Norfolk County, Massachusetts",4856,3966,25,021,415101,0.8167215815485996,2,25021415101
1359,"Census Tract 4162, Norfolk County, Massachusetts",6900,3657,25,021,416200,0.53,1,25021416200
1360,"Census Tract 4195, Norfolk County, Massachusetts",3020,2453,25,021,419500,0.812251655629139,2,25021419500
1361,"Census Tract 4196, Norfolk County, Massachusetts",6771,6085,25,021,419600,0.8986855708167184,3,25021419600
1362,"Census Tract 4221, Norfolk County, Massachusetts",5770,5188,25,021,422100,0.8991334488734836,3,25021422100
1363,"Census Tract 4222, Norfolk County, Massachusetts",7465,6345,25,021,422200,0.8499665103817816,3,25021422200
1364,"Census Tract 4561.01, Norfolk County, Massachusetts",4209,3062,25,021,456101,0.727488714659064,2,25021456101
1365,"Census Tract 4002, Norfolk County, Massachusetts",6243,3949,25,021,400200,0.632548454268781,1,25021400200
1366,"Census Tract 4111, Norfolk County, Massachusetts",8176,7152,25,021,411100,0.8747553816046967,3,25021411100
1367,"Census Tract 4112, Norfolk County, Massachusetts",7075,6165,25,021,411200,0.8713780918727915,3,25021411200
1368,"Census Tract 4122, Norfolk County, Massachusetts",3812,3410,25,021,412200,0.8945435466946485,3,25021412200
1369,"Census Tract 4172, Norfolk County, Massachusetts",7931,4082,25,021,417200,0.5146891943008448,1,25021417200
1370,"Census Tract 4176.01, Norfolk County, Massachusetts",5125,2622,25,021,417601,0.511609756097561,1,25021417601
1371,"Census Tract 4193, Norfolk County, Massachusetts",4146,3073,25,021,419300,0.741196333815726,2,25021419300
1372,"Census Tract 4197, Norfolk County, Massachusetts",4180,3261,25,021,419700,0.7801435406698565,2,25021419700
1373,"Census Tract 4201, Norfolk County, Massachusetts",8130,3961,25,021,420100,0.4872078720787208,1,25021420100
1374,"Census Tract 4202.02, Norfolk County, Massachusetts",6300,2680,25,021,420202,0.4253968253968254,1,25021420202
1375,"Census Tract 4223.02, Norfolk County, Massachusetts",6904,5265,25,021,422302,0.7626013904982619,2,25021422302
1376,"Census Tract 4224, Norfolk County, Massachusetts",7636,6341,25,021,422400,0.8304085908852803,2,25021422400
1377,"Census Tract 4225.01, Norfolk County, Massachusetts",5122,4408,25,021,422501,0.8606013276064037,3,25021422501
1378,"Census Tract 4225.02, Norfolk County, Massachusetts",5006,4155,25,021,422502,0.8300039952057531,2,25021422502
1379,"Census Tract 910.01, Suffolk County, Massachusetts",3046,1885,25,025,091001,0.6188443860801051,1,25025091001
1380,"Census Tract 808.01, Suffolk County, Massachusetts",4493,2024,25,025,080801,0.4504785221455598,1,25025080801
1381,"Census Tract 810.01, Suffolk County, Massachusetts",4993,1829,25,025,081001,0.36631283797316244,1,25025081001
