PLACEKEY,VISITOR_HOME_AGGREGATION,DATE_RANGE_START,DISTANCE_FROM_HOME,date_xh,VISIT_BY_DAY_list,population,income,poverty_ratio,female_ratio,white_ratio,black_ratio,asian_ratio,walk_work,transit_work,drive_work,date_xh,SPEND_BY_DAY_x,SPEND_PER_TRANSACTION_BY_DAY_x
224-222@62j-sz8-mp9,,2022-05-30 00:00:00.000,1884.0,2022-06-01,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
224-222@62j-sz8-mp9,,2022-05-30 00:00:00.000,1884.0,2022-06-02,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
224-222@62j-sz8-mp9,,2022-05-30 00:00:00.000,1884.0,2022-06-03,6,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,14.95,14.95
224-222@62j-sz8-mp9,,2022-05-30 00:00:00.000,1884.0,2022-06-04,5,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
224-222@62j-sz8-mp9,,2022-05-30 00:00:00.000,1884.0,2022-06-05,0,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
227-223@62j-sz8-gp9,"{""25017339100"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4666.0,2022-06-01,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,155.56,155.56
227-223@62j-sz8-gp9,"{""25017339100"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4666.0,2022-06-02,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,16.07,16.07
227-223@62j-sz8-gp9,"{""25017339100"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4666.0,2022-06-03,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,49.27,49.27
227-223@62j-sz8-gp9,"{""25017339100"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4666.0,2022-06-04,7,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,254.67,94.57
227-223@62j-sz8-gp9,"{""25017339100"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4666.0,2022-06-05,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,116.99,21.4
22j-222@62j-sz8-gtv,"{""25017340000"":7,""25017339100"":6,""25017339500"":5,""25017339900"":5,""25017339400"":4,""25017382602"":4,""25017340100"":4,""25017310300"":4,""25017336100"":4,""25017339802"":4,""25017341901"":4,""25017342101"":4,""25017339200"":4,""48439111523"":4}",2022-05-30 00:00:00.000,6590.0,2022-06-01,21,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,276.72,16.32
22j-222@62j-sz8-gtv,"{""25017340000"":7,""25017339100"":6,""25017339500"":5,""25017339900"":5,""25017339400"":4,""25017382602"":4,""25017340100"":4,""25017310300"":4,""25017336100"":4,""25017339802"":4,""25017341901"":4,""25017342101"":4,""25017339200"":4,""48439111523"":4}",2022-05-30 00:00:00.000,6590.0,2022-06-02,20,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,199.41,12.5
22j-222@62j-sz8-gtv,"{""25017340000"":7,""25017339100"":6,""25017339500"":5,""25017339900"":5,""25017339400"":4,""25017382602"":4,""25017340100"":4,""25017310300"":4,""25017336100"":4,""25017339802"":4,""25017341901"":4,""25017342101"":4,""25017339200"":4,""48439111523"":4}",2022-05-30 00:00:00.000,6590.0,2022-06-03,17,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,218.98,11.43
22j-222@62j-sz8-gtv,"{""25017340000"":7,""25017339100"":6,""25017339500"":5,""25017339900"":5,""25017339400"":4,""25017382602"":4,""25017340100"":4,""25017310300"":4,""25017336100"":4,""25017339802"":4,""25017341901"":4,""25017342101"":4,""25017339200"":4,""48439111523"":4}",2022-05-30 00:00:00.000,6590.0,2022-06-04,33,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,15.93,15.93
22j-222@62j-sz8-gtv,"{""25017340000"":7,""25017339100"":6,""25017339500"":5,""25017339900"":5,""25017339400"":4,""25017382602"":4,""25017340100"":4,""25017310300"":4,""25017336100"":4,""25017339802"":4,""25017341901"":4,""25017342101"":4,""25017339200"":4,""48439111523"":4}",2022-05-30 00:00:00.000,6590.0,2022-06-05,10,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
22n-222@62j-sz8-h5z,,2022-05-30 00:00:00.000,4400.0,2022-06-01,0,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
22n-222@62j-sz8-h5z,,2022-05-30 00:00:00.000,4400.0,2022-06-02,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,12.6,12.6
22n-222@62j-sz8-h5z,,2022-05-30 00:00:00.000,4400.0,2022-06-03,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
22n-222@62j-sz8-h5z,,2022-05-30 00:00:00.000,4400.0,2022-06-04,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,41.57,41.57
22n-222@62j-sz8-h5z,,2022-05-30 00:00:00.000,4400.0,2022-06-05,0,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
22q-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,7205.0,2022-06-01,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
22q-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,7205.0,2022-06-02,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
22q-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,7205.0,2022-06-03,0,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
22q-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,7205.0,2022-06-04,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,17.62,17.62
22q-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,7205.0,2022-06-05,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,17.96,17.96
22x-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,14593.0,2022-06-01,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
22x-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,14593.0,2022-06-02,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,36.43,18.22
22x-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,14593.0,2022-06-03,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
22x-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,14593.0,2022-06-04,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,73.09,73.09
22x-222@62j-sz8-gtv,,2022-05-30 00:00:00.000,14593.0,2022-06-05,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
22x-223@62j-sz8-j9z,"{""25017339100"":4,""25017339802"":4,""25017356400"":4,""25027751101"":4,""25017337201"":4}",2022-05-30 00:00:00.000,4495.0,2022-06-01,5,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,173.38,86.69
22x-223@62j-sz8-j9z,"{""25017339100"":4,""25017339802"":4,""25017356400"":4,""25027751101"":4,""25017337201"":4}",2022-05-30 00:00:00.000,4495.0,2022-06-02,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,40.66,40.66
22x-223@62j-sz8-j9z,"{""25017339100"":4,""25017339802"":4,""25017356400"":4,""25027751101"":4,""25017337201"":4}",2022-05-30 00:00:00.000,4495.0,2022-06-03,7,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
22x-223@62j-sz8-j9z,"{""25017339100"":4,""25017339802"":4,""25017356400"":4,""25027751101"":4,""25017337201"":4}",2022-05-30 00:00:00.000,4495.0,2022-06-04,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
22x-223@62j-sz8-j9z,"{""25017339100"":4,""25017339802"":4,""25017356400"":4,""25027751101"":4,""25017337201"":4}",2022-05-30 00:00:00.000,4495.0,2022-06-05,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,313.08,313.08
23f-222@62j-sz8-gp9,"{""25017339500"":4}",2022-05-30 00:00:00.000,7038.0,2022-06-01,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
23f-222@62j-sz8-gp9,"{""25017339500"":4}",2022-05-30 00:00:00.000,7038.0,2022-06-02,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
23f-222@62j-sz8-gp9,"{""25017339500"":4}",2022-05-30 00:00:00.000,7038.0,2022-06-03,5,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,45.0,45.0
23f-222@62j-sz8-gp9,"{""25017339500"":4}",2022-05-30 00:00:00.000,7038.0,2022-06-04,9,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
23f-222@62j-sz8-gp9,"{""25017339500"":4}",2022-05-30 00:00:00.000,7038.0,2022-06-05,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
23n-222@62j-sz8-gtv,"{""25017340000"":4,""25017342101"":4,""25017382602"":4}",2022-05-30 00:00:00.000,15459.0,2022-06-01,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
23n-222@62j-sz8-gtv,"{""25017340000"":4,""25017342101"":4,""25017382602"":4}",2022-05-30 00:00:00.000,15459.0,2022-06-02,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
23n-222@62j-sz8-gtv,"{""25017340000"":4,""25017342101"":4,""25017382602"":4}",2022-05-30 00:00:00.000,15459.0,2022-06-03,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
23n-222@62j-sz8-gtv,"{""25017340000"":4,""25017342101"":4,""25017382602"":4}",2022-05-30 00:00:00.000,15459.0,2022-06-04,8,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
23n-222@62j-sz8-gtv,"{""25017340000"":4,""25017342101"":4,""25017382602"":4}",2022-05-30 00:00:00.000,15459.0,2022-06-05,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
253-222@62j-sz8-mtv,"{""25017339100"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1534.0,2022-06-01,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
253-222@62j-sz8-mtv,"{""25017339100"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1534.0,2022-06-02,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
253-222@62j-sz8-mtv,"{""25017339100"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1534.0,2022-06-03,6,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
253-222@62j-sz8-mtv,"{""25017339100"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1534.0,2022-06-04,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
253-222@62j-sz8-mtv,"{""25017339100"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1534.0,2022-06-05,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
255-222@62j-sz8-ygk,"{""25017339802"":4,""25017339100"":4,""25017350700"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4932.0,2022-06-01,6,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
255-222@62j-sz8-ygk,"{""25017339802"":4,""25017339100"":4,""25017350700"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4932.0,2022-06-02,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
255-222@62j-sz8-ygk,"{""25017339802"":4,""25017339100"":4,""25017350700"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4932.0,2022-06-03,5,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
255-222@62j-sz8-ygk,"{""25017339802"":4,""25017339100"":4,""25017350700"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4932.0,2022-06-04,8,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
255-222@62j-sz8-ygk,"{""25017339802"":4,""25017339100"":4,""25017350700"":4,""25017339500"":4}",2022-05-30 00:00:00.000,4932.0,2022-06-05,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
25x-222@62j-sz8-jgk,"{""25017339100"":8,""25017339200"":4,""25017339900"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1936.0,2022-06-01,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,124.53,13.86
25x-222@62j-sz8-jgk,"{""25017339100"":8,""25017339200"":4,""25017339900"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1936.0,2022-06-02,8,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,124.64,10.0
25x-222@62j-sz8-jgk,"{""25017339100"":8,""25017339200"":4,""25017339900"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1936.0,2022-06-03,9,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,40.61,20.31
25x-222@62j-sz8-jgk,"{""25017339100"":8,""25017339200"":4,""25017339900"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1936.0,2022-06-04,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
25x-222@62j-sz8-jgk,"{""25017339100"":8,""25017339200"":4,""25017339900"":4,""25017339802"":4}",2022-05-30 00:00:00.000,1936.0,2022-06-05,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,92.33,18.56
25x-223@62j-sz8-jgk,"{""25017339100"":8,""25017339900"":4,""25017339802"":4,""25017339200"":4,""25017341902"":4,""25017339400"":4,""25017339500"":4}",2022-05-30 00:00:00.000,1940.0,2022-06-01,6,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
25x-223@62j-sz8-jgk,"{""25017339100"":8,""25017339900"":4,""25017339802"":4,""25017339200"":4,""25017341902"":4,""25017339400"":4,""25017339500"":4}",2022-05-30 00:00:00.000,1940.0,2022-06-02,7,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,0.0,0.0
25x-223@62j-sz8-jgk,"{""25017339100"":8,""25017339900"":4,""25017339802"":4,""25017339200"":4,""25017341902"":4,""25017339400"":4,""25017339500"":4}",2022-05-30 00:00:00.000,1940.0,2022-06-03,11,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
25x-223@62j-sz8-jgk,"{""25017339100"":8,""25017339900"":4,""25017339802"":4,""25017339200"":4,""25017341902"":4,""25017339400"":4,""25017339500"":4}",2022-05-30 00:00:00.000,1940.0,2022-06-04,4,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,0.0,0.0
25x-223@62j-sz8-jgk,"{""25017339100"":8,""25017339900"":4,""25017339802"":4,""25017339200"":4,""25017341902"":4,""25017339400"":4,""25017339500"":4}",2022-05-30 00:00:00.000,1940.0,2022-06-05,5,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,0.0,0.0
zzw-224@62j-sz8-mp9,"{""25017339100"":5}",2022-05-30 00:00:00.000,1907.0,2022-06-01,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-01,0.0,0.0
zzw-224@62j-sz8-mp9,"{""25017339100"":5}",2022-05-30 00:00:00.000,1907.0,2022-06-02,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-02,9.75,3.2
zzw-224@62j-sz8-mp9,"{""25017339100"":5}",2022-05-30 00:00:00.000,1907.0,2022-06-03,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-03,0.0,0.0
zzw-224@62j-sz8-mp9,"{""25017339100"":5}",2022-05-30 00:00:00.000,1907.0,2022-06-04,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-04,14.92,7.46
zzw-224@62j-sz8-mp9,"{""25017339100"":5}",2022-05-30 00:00:00.000,1907.0,2022-06-05,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-05,9.06,9.06
223-222@62j-sz8-gtv,"{""25017339900"":4}",2022-06-06 00:00:00.000,1399.0,2022-06-06,2,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-06,0.0,0.0
223-222@62j-sz8-gtv,"{""25017339900"":4}",2022-06-06 00:00:00.000,1399.0,2022-06-07,1,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-07,0.0,0.0
223-222@62j-sz8-gtv,"{""25017339900"":4}",2022-06-06 00:00:00.000,1399.0,2022-06-08,3,6504,40.07,0.0742659758203799,0.5390528905289053,0.8868388683886839,0.0304428044280442,0.031980319803198,0.028395061728395,0.1256172839506172,0.6632716049382716,2022-06-08,27.02,27.02
